강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
CEH Test Preperation Guide For Beginners,https://www.udemy.com/course/the-certified-ethical-hackingceh-course-x/,Pronoy Kumar,3.0,93,6092,7,32.0
IT Security Gumbo: Cloud Security Technology,https://www.udemy.com/course/it-security-gumbo/,Corey Charles,3.7,93,369,24,180.0
CCNP Security SIMOS 300-209 Deep Dive:,https://www.udemy.com/course/ccnp-security-300-209-simos-deep-dive-with-baldev/,Baldev Singh,4.3,93,751,243,2370.0
Scanning & Discovery Techniques For Penstesters,https://www.udemy.com/course/the-nmap-course-for-ethical-hackers/,Abdul Motin,3.9,92,9642,7,36.0
Practical Internet of Things Hacking - 2021,https://www.udemy.com/course/practical-internet-of-things-hacking-2021/,Haitham Alani,4.1,92,19230,15,150.0
Bug Bounty Secrets - Bug Bounty From Industry's Perspective,https://www.udemy.com/course/web-hacking-secrets-owasp-testing-methodology/,Corporate Security Institute (CSI),4.4,92,783,22,210.0
Reverse Engineering 5: Reversing Visual Basic,https://www.udemy.com/course/reverse-engineering-visual-basic/,Paul Chin,4.4,92,28402,15,90.0
AWS Networking Design - In Depth,https://www.udemy.com/course/aws-networking-design/,Cloud Design Arena,4.7,92,1087,96,630.0
"Mobile CS Voice Core Concepts in 2G GSM, 3G UMTS & 4G-LTE",https://www.udemy.com/course/core-network-fundamentals-in-2g-3g-4g-voice-domain/,Amir Magdy,3.9,92,740,39,390.0
Designing RF Communication Systems Using SDRs with GNU Radio,https://www.udemy.com/course/software-defined-radio-with-gnu-radio-companion-real-time-rf-systems/,Dr. Moazzam Tiwana,4.5,92,534,73,210.0
Enumeration Course For Ethical Hackers,https://www.udemy.com/course/enumeration-course-for-ethical-hackers/,Shokal Shah,3.5,91,8671,7,37.0
Ethernet Network Training. Basic to Intermediate.,https://www.udemy.com/course/ethernet-training-basic-to-intermediate/,Jeff Sharman,4.0,91,277,12,90.0
Cybersecurity: Attack & Defense Strategies (Red & Blue Team),https://www.udemy.com/course/cybersecurity-attack-defense-strategies-red-blue-team/,Packt Publishing,4.2,91,797,64,420.0
Fundamental Question on Ethical Hacking,https://www.udemy.com/course/fundamental-question-on-ethical-hacking/,Harish Kumar Maheshwari,4.2,91,21448,0,
Database Security for Cyber Professionals,https://www.udemy.com/course/database-security-for-cyber-professionals/,Chad Russell,3.3,90,912,15,210.0
Deploying a Secure Virtual Private Server with Ubuntu 20.04,https://www.udemy.com/course/deploying-a-secure-virtual-private-server-with-ubuntu-2004/,Trevor Sawler,4.7,90,576,66,270.0
Learning Network Technology and Security ,https://www.udemy.com/course/network-security/,Infinite Skills,4.3,90,1021,59,480.0
CISSA - Certified Information Systems Security Auditor,https://www.udemy.com/course/cissa-certified-information-systems-security-auditor/,Mile2® Cyber Security Certifications,4.3,90,519,22,660.0
4G LTE EPC Evolved Packet Core | Standards & Main concepts,https://www.udemy.com/course/4g-lte-evolved-packet-core-network-epc-e-utran/,Amir Magdy,3.7,90,810,30,330.0
Blue Team Boot Camp: Defending Against Hackers,https://www.udemy.com/course/blue-team-boot-camp-defending-against-hackers/,Jonathan Elliott,4.7,89,720,58,570.0
Complete Certificate Authority (ADCS) Server 2016 Course,https://www.udemy.com/course/complete-certificate-authority-adcs-server-2016-course/,Vincent O. Ayorinde,3.7,89,523,30,150.0
Cyber Hygiene - Compact Awareness Guide on Internet Security,https://www.udemy.com/course/cyber-hygiene/,Karim Barkat,4.7,89,10050,17,60.0
Secure Your WordPress Website with HTTPS for Free,https://www.udemy.com/course/secure-your-wordpress-website-with-https-for-free/,Jan Zavrel,4.3,88,2769,9,38.0
Containers and Kubernetes on Azure,https://www.udemy.com/course/containers-and-kubernetes-on-azure/,Anand Rao Nednur,4.1,88,5587,24,120.0
Integrating HashiCorp Vault with AWS ☁️,https://www.udemy.com/course/integrating-hashicorp-vault-with-aws/,Bryan Krausen,4.5,88,795,24,150.0
"SC-900: Microsoft Security,Compliance&Identity Fundamentals",https://www.udemy.com/course/sc-900-microsoft-security-complianceidentity-fundamentals-u/,Anand Rao Nednur,4.8,88,4712,151,450.0
Web Application Hacking Course For Beginners,https://www.udemy.com/course/the-certified-ethical-hackingceh-bootcamp/,Md Jahidul Said,3.9,88,12216,7,38.0
Microsoft Azure Cloud Security with Check Point Firewall,https://www.udemy.com/course/azure-cloud-security-with-check-point-firewall/,Ludus Digital School,4.2,87,9704,23,180.0
"Perfect VoIP: Sell, Install, and Maintain with Confidence!",https://www.udemy.com/course/perfect-voip-installs/,Nick Cosimano,3.7,87,628,26,150.0
Learning Path: Puppet: From Novice to an Expert Puppet User,https://www.udemy.com/course/learning-path-puppet-from-novice-to-an-expert-puppet-user/,Packt Publishing,3.7,87,665,38,420.0
Methodologies In Ethical Hacking,https://www.udemy.com/course/methodologies-in-ethical-hacking/,Pronoy Kumar,3.7,86,7815,5,33.0
Ethical Hacking Master Course : Web Bug Bounty from scratch,https://www.udemy.com/course/ethical-hacking-master-course-web-bug-bounty-from-scratch/,Saksham Choudhary,4.7,86,586,62,480.0
Computer Networks for Beginners,https://www.udemy.com/course/computer-networks-for-beginners/,Sanida Fatic,4.2,86,1483,9,41.0
Coding Botnet & Backdoor In Python For Ethical Hacking!,https://www.udemy.com/course/coding-botnet-backdoor-in-python-for-ethical-hacking/,Aleksa Tamburkovski,3.8,86,984,29,300.0
Virtual Machine Forensics,https://www.udemy.com/course/virtual-machine-forensics/,Dr. Afsaneh Javadi,4.4,86,6487,23,90.0
REAL World Website Hacking and Penetration (101% Practical),https://www.udemy.com/course/website-hacking-and-penetration/,UpDegree Pro,3.5,85,7242,28,180.0
How To Build the Ultimate Penetration Testing Hacking Lab,https://www.udemy.com/course/how-to-build-the-ultimate-penetration-testing-hacking-lab/,Vonnie Hudson,4.6,85,569,42,210.0
Hacking and Securing Docker Containers v2.0,https://www.udemy.com/course/dockersecurity/,Srinivas .,4.5,85,714,35,120.0
Certified Incident Handling Engineer (CIHE),https://www.udemy.com/course/certified-incident-handling-engineer-cihe/,Stone River eLearning,4.3,84,486,22,330.0
Start Hacking at HackerOne,https://www.udemy.com/course/start-hacking-and-making-money-today-at-hackerone/,Dawid Czagan,4.5,84,452,14,90.0
KeePass - Keep your password safe,https://www.udemy.com/course/keepass-keep-your-password-safe/,Hubert Arciszewski,3.8,84,3917,9,60.0
(ISC)² CISSP Practice Test,https://www.udemy.com/course/cissp-practice-test-c/,OZ Education,4.9,84,26749,0,
Recon For Penetration Testers,https://www.udemy.com/course/recon-for-penetration-testers/,Detox Technologies,4.7,83,1903,6,120.0
"Master Azure DevOps - Boards,Pipeline,App/Infra Deployment.",https://www.udemy.com/course/azure-devops-infrastructure-deployment/,Shantanu Das,4.4,83,685,33,300.0
IP Addressing for Beginners - CCNA Preparation,https://www.udemy.com/course/ip-addressing-for-beginners-ccna-preparation/,Armin Sarajlic,4.5,83,1905,15,60.0
Socket Programming in C,https://www.udemy.com/course/socket-programming-in-c/,mohamad gharishvandi,3.8,82,4358,15,120.0
AWS IAM: The Cloud Engineer's Security Handbook,https://www.udemy.com/course/aws-iam-the-security-architects-secure-cloud-handbook/,TetraNoodle Team,4.3,82,878,38,180.0
MikroTik Monitoring with LABS,https://www.udemy.com/course/mikrotik-monitoring-with-labs-the-dude/,Maher Haddad,4.3,82,379,19,240.0
WAF BASICS- Part3,https://www.udemy.com/course/asm-basics-part3/,Vineet Singh,4.2,82,1085,11,270.0
Citrix Networking: Understanding Citrix Technologies,https://www.udemy.com/course/citrix-networking/,Tech Integrations,3.5,82,689,12,60.0
Docker Basics to Advanced (DCA) & Kubernetes (CKAD),https://www.udemy.com/course/deep-dive-into-docker/,Devops4Beginners Learning,4.1,82,831,96,300.0
4G-LTE for Industry Professionals,https://www.udemy.com/course/4g-lte-for-industry-professionals/,"TELCOMA Global 70,000+ Students!",3.7,82,2379,19,150.0
Implement AWS Landing Zone using AWS Control Tower,https://www.udemy.com/course/implement-aws-landing-zone-using-control-tower/,Shyam Kukreja,3.5,81,381,31,270.0
Load Balancing & Failover on MikroTik,https://www.udemy.com/course/load-balancing-failover-on-mikrotik/,Maher Haddad,4.8,81,335,13,120.0
CCNP Security SISAS 300-208 Deep Dive:,https://www.udemy.com/course/ccnp-security-sisas-300-208-deep-dive-with-baldev/,Baldev Singh,3.4,81,748,114,1170.0
Intune Training (Microsoft),https://www.udemy.com/course/microsoftintunetraining/,Mohammed Shaarif Akhter (500+ Students),3.2,81,622,39,390.0
Microsoft Endpoint Manager (Intune) for Windows Training,https://www.udemy.com/course/learn-intune/,Dean Ellerby,4.7,81,367,25,180.0
Incident Response for Cyber Professionals,https://www.udemy.com/course/incident-response-for-cyber-professionals/,Chad Russell,3.1,81,859,20,210.0
Penetration Test Skills : Ethical Hacking,https://www.udemy.com/course/penetration-test-skills/,Nima Shahmoradi,4.1,81,16417,22,240.0
Python Network Programming | Network Apps & Hacking Tools,https://www.udemy.com/course/python-3-network-programming/,Phillip Aaron,4.5,81,3364,26,330.0
Cisco Meraki Basic Concepts | Setup & Troubleshooting,https://www.udemy.com/course/cisco-meraki-step-by-step-troubleshooting/,Giga networkers,4.3,81,491,26,210.0
The Basics of Hyperledger Fabric,https://www.udemy.com/course/hyperledger-fabric/,Toshendra Sharma,3.3,80,360,10,60.0
Practical Buffer Overflows for OSCP,https://www.udemy.com/course/practical-buffer-overflows-for-oscp/,Naga Sai Nikhil,4.1,80,7842,26,240.0
CISSO - Certified Information Systems Security Officer,https://www.udemy.com/course/certified-information-systems-security-officer-cisso-x/,Mile2® Cyber Security Certifications,4.6,80,700,19,1230.0
Mobile Device Management Expert Course (Special Edition),https://www.udemy.com/course/mobile-device-management-certification/,Srinidhi Ranganathan,4.7,81,19817,7,44.0
Learning IT Help Desk for Beginners,https://www.udemy.com/course/helpdesk-pro/,Emilio Aguero,4.8,80,290,27,270.0
Ultimate PRTG Network Monitoring with Full Lab GNS3,https://www.udemy.com/course/prtg-paessler/,Yaz Becker,4.2,80,2229,49,450.0
Fortigate Firewall - UTM Crash Course,https://www.udemy.com/course/fortigate-firewall-utm-crash-course/,Ofer Shmueli,4.4,79,395,54,120.0
OSCP Level Exploit Development!,https://www.udemy.com/course/advance-your-ethical-hacking-skills/,Exploit Academy,3.7,79,4031,27,180.0
Reverse Engineering: IDA For Beginners,https://www.udemy.com/course/reverse-engineering-ida/,Paul Chin,4.8,79,13066,29,210.0
The Complete Python Network Programming Course for 2022,https://www.udemy.com/course/python-networking/,Martin Yanev,4.5,79,20193,91,720.0
Mastering Iptables Firewall,https://www.udemy.com/course/mastering-iptables-firewall/,Vipin Gupta,5.0,79,375,101,420.0
Ethical Hacking Offensive Penetration Testing OSCP Prep,https://www.udemy.com/course/oscp-prep-practical-hands-on-offensivept-penetration-testing/,PentestSkills BE | CEH | OSCP,2.7,79,1200,39,720.0
Nmap - Learn to use the ultimate network scanner available,https://www.udemy.com/course/nmap-howto/,Jimmy Larsson,4.6,78,396,14,60.0
KNX/ETS-Primer,https://www.udemy.com/course/knx-ets-primer/,Torben Ledermann,4.2,78,338,73,510.0
Optical Fiber Transmission Networks Using DWDM Technology,https://www.udemy.com/course/optical-fiber-communication-dwdm-networks-training-sdh-otn-ason-gmpls/,Dr. Moazzam Tiwana,4.4,78,302,46,120.0
Amazon AWS Security Specialty Practice Exams | 2022,https://www.udemy.com/course/amazon-aws-security-specialty-practice-exams-2021/,Ready2Pass Academy,4.2,78,561,0,
BlackArch Linux: Ethical Hacking  & Penetration Testing,https://www.udemy.com/course/blackarch-linux-course/,James Brooks,2.6,78,15487,18,420.0
Securing IoT: From Security to Practical Pentesting on IoT,https://www.udemy.com/course/securing-iot-from-security-to-practical-pentesting-on-iot/,Packt Publishing,3.5,78,428,53,300.0
Reverse Engineering & Malware Analysis - Intermediate Level,https://www.udemy.com/course/malware-analysis-intermediate/,Paul Chin,4.7,78,8897,39,330.0
Public Key Cryptography From Scratch In Python,https://www.udemy.com/course/public-key-cryptography-from-scratch-in-python/,Sefik Ilkin Serengil,3.9,77,478,21,150.0
Web Application penetration testing and Bug Bounty Course,https://www.udemy.com/course/web-application-penetration-testing-and-bug-bounty-course/,Igneus Technologies,4.0,77,602,46,360.0
WiFi 100 - The Complete Wireless Guide: WiFi For Beginners,https://www.udemy.com/course/wifi-101-the-basics-of-setting-up-great-wifi/,Branding Tools,4.5,78,339,33,60.0
Penetration Testing Course 2020,https://www.udemy.com/course/penetration-testing-course-2020/,Md Jahidul Said,4.0,76,10819,5,31.0
Certified Basic Cyber Security Expert 2021,https://www.udemy.com/course/cyber-security-basics-certification-program/,Sourabh Aggarwal,3.9,76,4207,18,120.0
Ultimate Ethical Hacking Collections,https://www.udemy.com/course/ultimate-ethical-hacking-course-new/,Musab Zayadneh,4.6,76,13654,183,510.0
Pass the VMware VCP NV NSX exam - PRACTICE TEST 6.2,https://www.udemy.com/course/vcp6nvtest/,Rick Crisci,4.4,76,1012,0,
Cross Site Scripting (XSS) Cyber Security Course,https://www.udemy.com/course/defences-in-cyber-security-course/,Abdul Motin,3.3,76,11127,5,31.0
How To Hack The Box To Your OSCP,https://www.udemy.com/course/how-to-hack-the-box-to-your-oscp/,Vonnie Hudson,4.7,76,1045,29,810.0
Surviving Digital Forensics: RAM Extraction Fundamentals,https://www.udemy.com/course/surviving-digital-forensics-ram-extraction-fundamentals/,Michael Leclair,4.5,75,606,21,60.0
Data Center Infrastructure Design - An Introduction,https://www.udemy.com/course/data-center-infrastructure-design-an-introduction/,cory and steve,4.4,75,313,13,120.0
Cryptography Ethical Hacking Course,https://www.udemy.com/course/cryptography-ethical-hacking-course/,Shokal Shah,4.0,75,12226,5,31.0
Advanced Ethical Wi-Fi Hacking with the ESP8266 Deauther,https://www.udemy.com/course/deauther/,Kody Kinzie,4.2,75,694,29,180.0
Ethical Hacking and penetration testing Practical Course,https://www.udemy.com/course/ethical-hacking-and-pentesting-beginner-course-2017/,Sunil K. Gupta,3.2,75,2521,6,60.0
CCNP ENTEPRRISE - ENARSI-300-410,https://www.udemy.com/course/ccnp-enarsi/,sikandar Shaik,4.2,75,341,416,3480.0
Cisco SDWAN Viptela Design,https://www.udemy.com/course/cisco-sd-wan-design/,Raliegh Jones,3.6,74,330,6,150.0
Ethical Hacking: Hacking using Linux & Termux From Scratch,https://www.udemy.com/course/hacking-anonymously/,PSU Linux [ Python Linux And Ethical hacking ],4.5,74,3291,52,540.0
Networking with Microsoft AZURE,https://www.udemy.com/course/networking-with-microsoft-azure/,Pranjal Srivastava,3.8,74,3339,17,120.0
Cyber Security 2021: Beginners Guide to Cyber Security™,https://www.udemy.com/course/cyber-security-2020-beginners-guide-to-cyber-securitytm-az/,Ciech Defence,4.5,74,7216,46,120.0
Live XSS Bounty,https://www.udemy.com/course/live-xss-bounty/,Rohel Ahmed,4.6,73,6859,21,120.0
ASP.NET Core SignalR in a nutshell,https://www.udemy.com/course/aspnet-core-signalr-in-a-nutshell/,Fiodar Sazanavets,3.9,73,2400,47,90.0
Mastering Burp Suite Pro - Dynamic course,https://www.udemy.com/course/burp-suite-mastery-pro-dynamic-course/,Hackkart Tech,3.9,73,804,30,240.0
Active Directory For Beginners. Manage Users & Groups Today!,https://www.udemy.com/course/activedirectoryforbeginners/,The Startup Central Co.,4.0,73,3546,14,120.0
"Ethical Hacking , Cyber Security Complete Hacking Course",https://www.udemy.com/course/the-ethical-hacking-course-for-cyber-security-hackers/,Sunil K. Gupta,3.6,73,1776,7,90.0
Reverse Engineering Ransomware,https://www.udemy.com/course/reverse-engineering-ransomware/,Cristina Gheorghisan,3.8,73,5282,9,60.0
Guide to Web Application Security OWASP Top 10 (2021 update),https://www.udemy.com/course/the-utlimate-guide-to-web-hacking-owasp-top-techniques/,Taoufik Z.,4.1,73,295,34,120.0
CCNA Security 210-260 - IINS v 3.0 - PART 5/6,https://www.udemy.com/course/ccna-security-210-260-iins-v-30-part-56/,sikandar Shaik,4.6,73,514,27,120.0
IP Addressing and Subnetting - The Easy Way !,https://www.udemy.com/course/ipv4-addressing/,"Atul Sharma 160,000+ Students Worldwide",4.5,73,15372,5,240.0
Complete Penetration Testing Course Bootcamp,https://www.udemy.com/course/complete-penetration-testing-course-from-scratch-to-advanced/,FFN Vines,3.0,72,4543,26,60.0
Penetration Testing for Beginners - Learn Ethical Hacking,https://www.udemy.com/course/penetration-testing-for-beginners/,Victor Gorinov,4.0,72,5860,20,90.0
Hands-on Malware Analysis (Windows 10/11 compatible),https://www.udemy.com/course/hands-on-malware-analysis-by-coding-malware/,Sanru online Academy,4.8,72,801,62,330.0
"Learn NetConf ,Yang ,SDN Opendaylight Netconf with practical",https://www.udemy.com/course/learn-netconf-yang-sdn-opendaylight-with-practical/,KNet Solutions,4.0,72,333,16,180.0
Cisco CCNA Router Configuration for Beginners: Zero to Hero,https://www.udemy.com/course/cisco-router-configuration-for-beginners-zero-to-hero/,Dr. Sunil Soni,3.9,72,2772,11,44.0
GNS3 Fundamentals (Official Course) Part 2,https://www.udemy.com/course/gns3-fundamentals-official-course-part-2/,David Bombal,4.9,72,2418,114,900.0
IP Subnet Math in under 15 Seconds without Calculator!,https://www.udemy.com/course/ip-subnet-math-in-under-15-seconds-without-calculator-by-kasey-shah/,Kasey Shah,4.5,72,3695,11,90.0
Digital Forensics for Cyber Professionals,https://www.udemy.com/course/digital-forensics-for-cyber-professionals/,Chad Russell,3.0,72,529,12,120.0
Ethical Hacking: Learn the Fundamentals of Web Security,https://www.udemy.com/course/learn-the-fundamentals-of-web-security/,Geek Learn,3.9,72,4022,18,90.0
New! Cisco CCNA Cyber Ops 200-201 CBROPS Course Cyber Ops,https://www.udemy.com/course/veyhurdam-ccna-cyber-ops-210-250-secfnd-english/,Veyhurdam Dikmen,4.3,71,446,84,540.0
CheckPoint CCSA R80 Complete Course - Learn by Doing,https://www.udemy.com/course/checkpoint-ccsa-r80-complete-course-learn-by-doing/,Security Gurus,3.9,71,5027,43,420.0
Network Monitoring Using Nagios,https://www.udemy.com/course/network-monitoring-using-nagios/,ZAKARIA BOUIZAR,3.5,71,430,11,120.0
Python for Network Engineers - Data Center Use Cases,https://www.udemy.com/course/pynet-dc/,Dean Armada,4.7,71,847,132,960.0
Comptia Security+ 601,https://www.udemy.com/course/comptia-security-601/,Anand Rao Nednur,4.1,71,7255,58,240.0
Intoduction to Cybersecurity !From beginner level to PRO !,https://www.udemy.com/course/intoduction-to-cybersecurity-from-beginner-level-to-pro/,Ragul T N,4.3,71,4035,18,60.0
Master Hacking & Security Using Android Device For Beginners,https://www.udemy.com/course/master-hacking-security-using-android-device-for-begginers/,Mesut Hussein,2.5,71,5288,26,90.0
Python Ethical Hacking | Build a Keylogger in Python 3,https://www.udemy.com/course/the-windows-keylogger-mini-python-ethical-hacking-course/,Phillip Aaron,4.7,71,814,30,240.0
Cloud Access Security Broker (CASB),https://www.udemy.com/course/cloud-access-security-broker-casb/,Ludus Digital School,3.0,70,202,26,90.0
Blue Coat ProxySG 6.7 Basic Administration,https://www.udemy.com/course/blue-coat-proxysg-67-basic-administration/,Ir. Muhammad Andry Hartawan,3.4,70,327,22,90.0
