강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
TOTAL: CompTIA Network+ Certification (N10-007),https://www.udemy.com/course/comptia-network-cert-n10-007-the-total-course/,"Total Seminars • 900,000+ Enrollments",4.7,26613,103257,172,1380.0
The Absolute Beginners Guide to Cyber Security 2022 - Part 1,https://www.udemy.com/course/the-absolute-beginners-guide-to-information-cyber-security/,Alexander Oni,4.6,24945,61533,58,240.0
AWS Essentials,https://www.udemy.com/course/aws-essentials-z/,Amazon Web Services (AWS),4.4,18755,72354,61,210.0
Website Hacking / Penetration Testing & Bug Bounty Hunting,https://www.udemy.com/course/learn-website-hacking-penetration-testing-from-scratch/,Zaid Sabih,4.6,14455,93103,101,630.0
The Complete Cyber Security Course : Network Security!,https://www.udemy.com/course/network-security-course/,Nathan House,4.6,13362,145464,106,750.0
HashiCorp Certified: Terraform Associate 2022,https://www.udemy.com/course/terraform-beginner-to-advanced/,Zeal Vora,4.6,11279,45400,92,600.0
The Beginners 2022 Cyber Security Awareness Training Course,https://www.udemy.com/course/1m-cyber-security-awareness/,Reza Zaheri,4.6,10942,23162,58,210.0
OWASP top 10: Web Application Security for beginners,https://www.udemy.com/course/web-application-security-for-absolute-beginners-no-coding/,Soerin Bipat,4.2,10166,40564,25,90.0
CISSP Certification: CISSP Domain 1 & 2 Boot Camp UPDATED 22,https://www.udemy.com/course/cissp-domain-1-2/,"Thor Pedersen | 290,000+ Enrollments Worldwide",4.6,10106,43811,49,360.0
OpenShift for the Absolute Beginners - Hands-on,https://www.udemy.com/course/learn-openshift/,Mumshad Mannambeth,4.4,9464,47897,42,180.0
Introduction to Computer Networks for Non-Techies,https://www.udemy.com/course/introduction-to-computer-networks/,"Alton Hardin | 100,000+ Enrollments Worldwide",4.7,9201,44287,206,1080.0
Computer Forensics Fundamentals,https://www.udemy.com/course/computer-forensics-fundamentals/,John Boyle,4.4,9172,18867,18,60.0
Information Security Management Fundamentals for Non-Techies,https://www.udemy.com/course/information-security-fundamentals/,"Alton Hardin | 100,000+ Enrollments Worldwide",4.6,7604,24125,132,600.0
Introduction to Security Awareness Campaigns,https://www.udemy.com/course/introduction-to-security-awareness-campaigns/,Michael Goedeker,4.5,7261,11445,24,180.0
NGINX Fundamentals: High Performance Servers from Scratch,https://www.udemy.com/course/nginx-fundamentals/,Ray Viljoen,4.6,6461,32518,39,240.0
Complete Ethical Hacking Bootcamp 2022: Zero to Mastery,https://www.udemy.com/course/complete-ethical-hacking-bootcamp-zero-to-mastery/,Andrei Neagoie,4.7,6317,46254,251,1680.0
Wireshark: Packet Analysis and Ethical Hacking: Core Skills,https://www.udemy.com/course/wireshark-packet-analysis-and-ethical-hacking-core-skills/,David Bombal,4.7,6291,214693,208,870.0
Secure Product Lifecycle 101,https://www.udemy.com/course/secure-product-lifecycle-101/,Implementing Security,4.3,6110,12467,38,90.0
"The Ultimate Dark Web, Anonymity, Privacy & Security Course",https://www.udemy.com/course/the-ultimate-dark-web-anonymity-privacy-security-course/,Zaid Sabih,4.8,5919,36942,86,660.0
5G: Architecture and Key principles,https://www.udemy.com/course/5g-architecture-and-key-principles/,Sathishkumar Jagadeesan,4.4,5906,9671,28,120.0
The Absolute Beginners Guide to Cyber Security 2022 - Part 2,https://www.udemy.com/course/the-complete-2018-cyber-security-guide-for-non-professionals/,Alexander Oni,4.5,5600,20561,95,420.0
Active Directory on Windows Server 2016,https://www.udemy.com/course/active-directory-on-windows-server-2016/,Kevin Brown,4.6,5224,19054,50,300.0
Learn Ethical Hacking: Beginner to Advanced!,https://www.udemy.com/course/ethical-hacking-kali-linux/,Joseph Delgadillo,4.2,5125,235229,148,1710.0
Ethical Hacking for Beginners,https://www.udemy.com/course/practical-ethical-hacking-for-beginners/,Experts with David Bombal,4.6,4907,98727,102,690.0
Learn Network Hacking From Scratch (WiFi & Wired),https://www.udemy.com/course/wifi-hacking-penetration-testing-from-scratch/,Zaid Sabih,4.7,4852,54383,67,480.0
Learn Social Engineering From Scratch,https://www.udemy.com/course/learn-social-engineering-from-scratch/,Zaid Sabih,4.7,4729,37195,111,780.0
The Complete Cyber Security Course : Anonymous Browsing!,https://www.udemy.com/course/the-complete-cyber-security-course-anonymous-browsing/,Nathan House,4.6,4617,85299,120,810.0
Kali Linux Tutorial For Beginners,https://www.udemy.com/course/kali-linux-tutorial-for-beginners/,Hackers Academy - Online Ethical Hacking Tutorials,4.5,4417,38979,89,480.0
The Complete Cyber Security Course : End Point Protection!,https://www.udemy.com/course/the-complete-cyber-security-course-end-point-protection/,Nathan House,4.4,4338,76675,177,990.0
Intune Training with Microsoft Endpoint Manager (MDM / MAM),https://www.udemy.com/course/intune-training-with-microsoft-endpoint-manager-mdm-mam/,John Christopher,4.6,4325,14484,38,270.0
"The Complete Social Engineering, Phishing, OSINT & Malware",https://www.udemy.com/course/learn-malware-social-engineering-and-osint-for-hacking/,Muharrem AYDIN,4.5,4038,16118,54,240.0
Hacking For Beginners,https://www.udemy.com/course/hacking-for-beginners/,Hackers Academy - Online Ethical Hacking Tutorials,4.6,3700,27593,64,300.0
Network Ethical Hacking for beginners (Kali - Hands-on),https://www.udemy.com/course/network-ethical-hacking/,Hamza Sheikh,4.4,3562,210902,39,210.0
The Complete Wireshark Course: Go from Beginner to Advanced!,https://www.udemy.com/course/wireshark/,Ermin Kreponic,4.3,3499,90836,41,390.0
The Complete Ethical Hacking Course!,https://www.udemy.com/course/ethical-hacking-professional/,Joseph Delgadillo,4.1,3494,296422,98,1170.0
Ansible for Network Engineers: Quick Start GNS3 & Ansible,https://www.udemy.com/course/ansible-for-network-engineers-cisco-quick-start-gns3-ansible/,David Bombal,4.5,3480,76258,73,300.0
The Nuts and Bolts of OAuth 2.0,https://www.udemy.com/course/oauth-2-simplified/,Aaron Parecki,4.6,3412,13130,51,210.0
Cisco Nexus & ACI Training : Go from Beginner to Advanced!,https://www.udemy.com/course/cisco-nexus-configuration-implementation/,"Ashish • 40,000+ Students Worldwide",4.6,3405,17304,218,2070.0
TOTAL: CompTIA Security+ Certification (SY0-601),https://www.udemy.com/course/total-comptia-security-certification-sy0-601/,"Total Seminars • 900,000+ Enrollments",4.6,3393,18587,164,1170.0
"Linux Security and Hardening, The Practical Security Guide.",https://www.udemy.com/course/linux-security/,Jason Cannon,4.5,3342,31364,58,270.0
The Complete Ethical Hacking Course for 2016/2017!,https://www.udemy.com/course/hacking-complete/,Ermin Kreponic,4.7,3318,122118,92,960.0
Hacking Academy: How to Monitor & Intercept Transmitted Data,https://www.udemy.com/course/hacking-academy-monitoring-transmitted-data/,IT Security Academy,4.1,3194,146432,17,120.0
Hacking in Practice: Intensive Ethical Hacking MEGA Course,https://www.udemy.com/course/hacking-in-practice-intensive-ethical-hacking-mega-course/,IT Security Academy,4.0,3189,32921,246,1650.0
Complete CCNP ENCOR (350-401) Master Class,https://www.udemy.com/course/complete-ccnp-encor-350-401-masterclass/,Experts with David Bombal,4.6,3189,59294,83,1680.0
The Complete Nmap Ethical Hacking Course : Network Security,https://www.udemy.com/course/the-complete-nmap-ethical-hacking-course-network-security/,Nathan House,4.6,3155,26107,57,270.0
Master Computers - From Beginner to Expert in One Week,https://www.udemy.com/course/computers/,Todd McLeod,4.3,3049,49308,331,2280.0
Learn Ethical Hacking From A-Z: Beginner To Expert Course,https://www.udemy.com/course/learn-ethical-hacking-from-a-z-beginner-to-expert-course/,Juan E. Galvan,4.4,3034,157521,103,720.0
Start Using Wireshark to Hack like a Pro,https://www.udemy.com/course/start-using-wireshark-to-hack-like-a-pro/,Kevin Cardwell,4.4,2985,15218,37,210.0
AWS VPC and Networking in depth: Learn practically in 8 hrs,https://www.udemy.com/course/networking-in-aws/,Chetan Agrawal,4.7,2899,15848,33,540.0
Puppet for the Absolute Beginners - Hands-on - DevOps,https://www.udemy.com/course/learn-puppet/,Mumshad Mannambeth,4.4,2895,14930,24,180.0
Linux Privilege Escalation for OSCP & Beyond!,https://www.udemy.com/course/linux-privilege-escalation/,Tib3rius ⁣,4.7,2850,9811,14,90.0
Cyber Security For Normal People: Protect Yourself Online,https://www.udemy.com/course/security/,Brad Merrill,4.5,2805,8072,35,90.0
How to Hack WiFi Networks for Beginners,https://www.udemy.com/course/wi-fi-hacking-for-beginners/,Juravlea Nicolae,4.6,2792,105733,17,60.0
The Absolute Beginners 2022 Guide to Cyber Security - Part 3,https://www.udemy.com/course/cyber-security-for-mobile-devices-the-complete-2019-guide/,Alexander Oni,4.5,2760,8225,31,120.0
Network Hacking Continued - Intermediate to Advanced,https://www.udemy.com/course/network-hacking-continued-intermediate-to-advanced/,Zaid Sabih,4.6,2743,40893,83,600.0
IT Troubleshooting Skill Training ,https://www.udemy.com/course/it-troubleshooting/,Noel Temena,4.2,2691,10794,10,60.0
2022 Beginner's guide to Cyber Security,https://www.udemy.com/course/2021-beginners-guide-to-cyber-security/,George Proorocu,4.3,2654,135844,17,90.0
The Complete Ethical Hacking Course,https://www.udemy.com/course/the-complete-ethical-hacking-course/,Codestars by Rob Percival,4.6,2650,18261,384,2310.0
Windows Privilege Escalation for OSCP & Beyond!,https://www.udemy.com/course/windows-privilege-escalation/,Tib3rius ⁣,4.7,2512,10294,19,90.0
Mastering Modbus RS485 Network Communication,https://www.udemy.com/course/mastering-modbus-rs485-network-communication/,Emile Ackbarali,4.7,2465,7297,88,240.0
Introduction to Cloud Security with Microsoft Azure,https://www.udemy.com/course/azure-cloud-security/,Dion Training Solutions • ATO for ITIL & PRINCE2,4.4,2350,9467,38,150.0
Cyber Security Operations and Technology Solutions,https://www.udemy.com/course/cyber-security-operations-and-technology-solutions/,Mobolaji Moyosore,4.3,2311,11823,59,240.0
Cyber Security: Beginner's Training Guide to Online Safety!,https://www.udemy.com/course/cyber-security-and-internet-safety/,Jeff Przybylski,4.5,2305,6692,52,210.0
Cybersecurity Incident Handling and Response,https://www.udemy.com/course/cyber-security-incident-handling-and-response/,Mohammad Adly,4.0,2219,36123,10,60.0
Computer Networks Security from Scratch to Advanced,https://www.udemy.com/course/computer-networks-security-from-scratch-to-advnaced/,Mohammad Adly,4.6,2220,92302,51,480.0
The Basics of Cyber Security 2020,https://www.udemy.com/course/the-basics-of-cyber-security-2020/,Faisal Ammari,4.5,2168,72820,16,60.0
Microsoft Windows Server 2012 Certification - Exam 70-410 ,https://www.udemy.com/course/server-2012-exam-70-410-tutorial/,Infinite Skills,4.7,2156,16163,104,630.0
Build an Advanced Keylogger using C++ for Ethical Hacking!,https://www.udemy.com/course/how-to-create-an-advanced-keylogger-from-scratch-for-windows/,Ermin Kreponic,4.0,2121,114397,35,450.0
Juniper JNCIA-Junos JN0-104,https://www.udemy.com/course/jncia-juniper-networks-certified-associate-jn0-102/,S2 Academy,4.6,2115,7006,89,690.0
Complete CCNA (200-301) Master Class,https://www.udemy.com/course/complete-ccna-master-class/,Experts with David Bombal,4.7,2105,45751,136,1590.0
Docker - SWARM - Hands-on - DevOps,https://www.udemy.com/course/learn-docker-advanced/,Mumshad Mannambeth,4.6,2081,14808,33,240.0
MTA 98-366 Network Fundamentals Class & Practice Exam Bundle,https://www.udemy.com/course/mta-98-366-network-fundamentals-class-practice-exam-bundle/,"Alton Hardin | 100,000+ Enrollments Worldwide",4.7,2072,6762,187,1020.0
Cisco ISE v2.4 Video Training,https://www.udemy.com/course/isetraining/,Kevin Rodgers,4.5,2024,9101,46,660.0
Real-World Ethical Hacking: Hands-on Cybersecurity,https://www.udemy.com/course/real-world-ethical-hacking/,Bryson Payne,4.6,2006,11377,96,660.0
The Complete Android Ethical Hacking Practical Course C|AEHP,https://www.udemy.com/course/the-complete-android-ethical-hacking-practical-course-caehp/,Debayan Dey,3.9,1966,135425,96,360.0
IP Addressing and Subnetting - Zero to Hero,https://www.udemy.com/course/ip-addressing-zero-to-hero/,Cyber Quince,4.5,1956,154113,19,150.0
Clear and Simple VMware NSX 6.2 and vSphere Virtual Networks,https://www.udemy.com/course/clear-and-simple-vmware-nsx-62-and-vsphere-virtual-networks/,Rick Crisci,4.6,1939,12686,43,420.0
Zabbix 6 Application and Network Monitoring,https://www.udemy.com/course/zabbix-monitoring/,Sean Bradley,4.7,1897,9559,72,600.0
VMware NSX-T 3.0 Fundamentals Part One (2021),https://www.udemy.com/course/vmware-nsxt-fundamentals/,Mike Ghazaleh,4.6,1879,7231,50,300.0
The Definitive Ethical Hacking Course - Learn From Scratch,https://www.udemy.com/course/kali-linux/,Nikhil Parekh,3.7,1864,76763,73,540.0
Web Hacking for Beginners,https://www.udemy.com/course/hacking-websites-for-beginners/,Juravlea Nicolae,4.0,1779,113598,23,60.0
Intro to Bug Bounty Hunting and Web Application Hacking,https://www.udemy.com/course/intro-to-bug-bounty-by-nahamsec/,Ben Sadeghipour,4.6,1768,17881,82,300.0
The Complete Python Hacking Course: Beginner to Advanced!,https://www.udemy.com/course/ethical-hacking-python/,Joseph Delgadillo,4.7,1765,220996,89,1050.0
Complete Ethical Hacking & Cyber Security Masterclass Course,https://www.udemy.com/course/ethicalhackingcourse/,Joe Parys,4.4,1763,44609,85,810.0
Certified Wireless Network Administrator (CWNA),https://www.udemy.com/course/certified-wireless-network-administrator-cwna/,Stone River eLearning,4.3,1742,7623,425,660.0
Cryptography Beginners Guide with openSSL,https://www.udemy.com/course/openssl-and-cryptography-beginners-guide/,Ofer Shmueli,3.7,1715,6873,30,90.0
(NEW 2021) CompTIA Network+ (N10-008) Video Training Series,https://www.udemy.com/course/comptia-network-plus-video-training/,Experts with David Bombal,4.6,1712,40193,216,1110.0
"Design, Build and Manage your own Cisco Meraki Network",https://www.udemy.com/course/design-your-own-network/,Techspring Learning,4.3,1704,5012,19,90.0
Application Security - The Complete Guide,https://www.udemy.com/course/application-security-the-complete-guide/,Derek Fisher,4.3,1688,8321,67,540.0
TOTAL: Active Directory with Windows Server 2016,https://www.udemy.com/course/active-directory-with-windows-server-2016-the-total-course/,"Total Seminars • 900,000+ Enrollments",4.4,1687,9605,55,390.0
OSINT: Open-Source Intelligence,https://www.udemy.com/course/osint-open-source-intelligence/,Jeff M,4.3,1665,7282,93,480.0
4G LTE Evolved Packet Core (EPC) - Concepts and call flows,https://www.udemy.com/course/4g-lte-evolved-packet-core-deep-dive-and-call-flows/,Suryabh S,4.5,1661,5948,22,300.0
Mastering Palo Alto Networks,https://www.udemy.com/course/mastering-palo-alto-networks/,Packt Publishing,4.5,1605,7900,39,540.0
Cisco Application Centric Infrastructure - ACI,https://www.udemy.com/course/cisco-application-centric-infrastructure/,Jason Lunde,4.8,1586,5669,40,540.0
Kali Linux Hacking Lab for Beginners,https://www.udemy.com/course/kali-linux-hacking/,Paul Hill,4.3,1567,26629,20,90.0
Pentesting with Daniel Slater (Ethical Hacking/Web Security),https://www.udemy.com/course/web-security-fundamentals-how-to-hack-and-secure-web-apps/,Daniel Slater,3.9,1566,171054,35,240.0
Penetration Testing and Ethical Hacking Complete Hands-on,https://www.udemy.com/course/hands-on-complete-penetration-testing-and-ethical-hacking/,Muharrem AYDIN,4.4,1556,11655,268,1170.0
Cisco ASA firewall basics,https://www.udemy.com/course/cisco-asa/,Jimmy Larsson,4.5,1540,6269,24,120.0
Start & Grow Your Successful Career in Cyber Security,https://www.udemy.com/course/becoming-a-cyber-security-professional-the-complete-guide/,Alexander Oni,4.6,1527,5564,34,150.0
Learn Ethical Hacking and Pentesting - Hands-on,https://www.udemy.com/course/hacking-made-easy-with-hands-on-training/,Prof. K,4.4,1519,135776,63,600.0
Cryptocurrency Wallets Course: Secure Your Cryptos Safely!,https://www.udemy.com/course/cryptocurrency-wallet/,Suppoman ™,4.6,1518,7282,32,120.0
Python 3 For Offensive PenTest: A Complete Practical Course,https://www.udemy.com/course/python-for-offensive-security-practical-course/,Hussam Khrais,4.7,1505,16068,58,300.0
Hacking Web Applications and Penetration Testing: Fast Start,https://www.udemy.com/course/hacking-web-applications-and-learn-penetration-testing/,Muharrem AYDIN,4.2,1504,11414,60,270.0
TOTAL: CompTIA PenTest+ (Ethical Hacking) + 2 FREE Tests.,https://www.udemy.com/course/ethical-hacking-and-comptia-pentest-exam-prep-pt0-001/,"Total Seminars • 900,000+ Enrollments",4.5,1488,14202,67,660.0
IT Networking Fundamentals For Complete Beginners,https://www.udemy.com/course/it-networking-fundamentals/,Syed Ali,4.3,1481,13975,25,180.0
Certified in Information System Audit (CISA) by ISACA,https://www.udemy.com/course/certified-in-information-system-audit/,Hemang Doshi,4.5,1422,8342,104,1020.0
Wireshark Tutorial - Get Wireshark Certification,https://www.udemy.com/course/wireshark-tutorial/,COURSE ENVY,4.3,1404,17321,47,210.0
"A to Z of Azure Network services - Covers AZ 300, 103 & more",https://www.udemy.com/course/the-complete-walkthrough-of-azure-network-services/,Varma Rudra,4.7,1395,8889,63,720.0
"DevOps Deployment Automation with Terraform, AWS and Docker",https://www.udemy.com/course/devops-deployment-automation-terraform-aws-docker/,Mark Winterbottom,4.7,1384,11346,105,660.0
Mastering BGP in Depth on Cisco Routers,https://www.udemy.com/course/mastering-bgp-in-depth-on-cisco-routers/,sikandar Shaik,4.6,1378,8373,54,840.0
Practical Cisco Networking Labs in Cisco Packet Tracer,https://www.udemy.com/course/practical-cisco-networking-labs/,Cyber Quince,4.7,1361,128238,60,720.0
ABC of Cisco SD-WAN Viptela Part 1,https://www.udemy.com/course/cisco-sdwan-viptela-beginning-till-end-part-1/,"Ratnesh K - 20,000+ Students Worldwide",4.0,1352,5705,38,360.0
Ethical Hacking / Penetration Testing & Bug Bounty Hunting,https://www.udemy.com/course/website-hacking-penetration-testing-bug-bounty-hunting-live-attacks/,Rohit Gautam,4.5,1338,6661,130,660.0
New Relic APM: Application Performance Management for DevOps,https://www.udemy.com/course/new-relic-apm-application-performance-management-for-devops/,Aref Karimi,4.2,1334,6324,21,150.0
Grafana,https://www.udemy.com/course/grafana-tutorial/,Sean Bradley,4.6,1333,11910,54,390.0
Ultimate Ethical Hacking and Penetration Testing (UEH),https://www.udemy.com/course/ultimate-ethical-hacking/,Naga Sai Nikhil,4.1,1332,104721,357,3720.0
Apache Kafka Series - Kafka Security | SSL SASL Kerberos ACL,https://www.udemy.com/course/apache-kafka-security/,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",4.4,1332,12509,43,240.0
The Complete Ethical Hacker Certification Exam Prep Course,https://www.udemy.com/course/the-complete-ceh-exam-prep-course-become-an-ethical-hacker/,Tim Pierson,3.9,1298,12661,188,990.0
Fortigate Firewall - Admin Crash Course,https://www.udemy.com/course/fortigate-admin-crash-course/,Ofer Shmueli,4.4,1297,4868,47,180.0
Ultimate Ethical Hacking Boot Camp - Beginner to Pro,https://www.udemy.com/course/cybersecurity-ultimate-ethical-hacking-boot-camp/,Bryan Seely,4.4,1295,7823,44,270.0
CheckPoint CCSA R80.10 [2022],https://www.udemy.com/course/check-point-ccsa-r8010/,Evgenii Puzakov,4.2,1270,10190,38,390.0
SSL/TLS Fundamentals,https://www.udemy.com/course/ssl-tls-intro/,Danny L.,4.5,1262,7492,21,150.0
TOTAL: Conversation on Cryptography: w/ Mike Meyers,https://www.udemy.com/course/conversation-on-cryptography-a-total-course-w-mike-meyers/,"Total Seminars • 900,000+ Enrollments",4.6,1236,4406,10,150.0
"Virtual Private Networks for beginners - VPN, Cisco training",https://www.udemy.com/course/virtual-private-network/,Marious Kuriata,4.3,1233,9967,31,300.0
Digital Forensics and Electronic Evidence,https://www.udemy.com/course/digital-forensics-and-electronic-evidence/,Adrie Stander,4.2,1244,4397,19,60.0
Reverse Engineering and Exploit Development,https://www.udemy.com/course/reverse-engineering-and-exploit-development/,Infinite Skills,4.4,1226,11074,70,360.0
Fundamentals of Network Security,https://www.udemy.com/course/fundamentals-of-network-security-b/,Harish Kumar Maheshwari,3.6,1216,84181,7,31.0
The RedTeam Blueprint - A Unique Guide To Ethical Hacking,https://www.udemy.com/course/the-redteam-blueprint/,Brandon Dennis,4.7,1212,39456,268,1830.0
Python for Penetration Testers,https://www.udemy.com/course/python-for-pentesters/,Cristi Zot,4.3,1197,63649,11,120.0
"Python Programming for Network Engineers: Cisco, Netmiko ++",https://www.udemy.com/course/python-programming-for-cisco-network-engineers/,David Bombal,4.5,1196,12856,31,360.0
Azure Introduction to Cloud Services,https://www.udemy.com/course/azure-introduction-i/,Intellezy Trainers,4.3,1189,3381,16,60.0
Understanding and Troubleshooting SIP,https://www.udemy.com/course/understanding-and-troubleshooting-sip/,Flavio E. Goncalves,4.4,1173,5020,55,360.0
DevOps Fundamentals with Azure,https://www.udemy.com/course/devops-fundamentals-with-azure/,Packt Publishing,4.2,1170,4975,21,150.0
Mobile Penetration Testing of Android Applications,https://www.udemy.com/course/advanced-mobile-penetration-testing-of-android-applications/,Gabriel Avramescu,4.3,1159,8018,46,360.0
Introduction to IP Addressing and Subnetting the Easy Way,https://www.udemy.com/course/subnetting-the-easy-way/,"Alton Hardin | 100,000+ Enrollments Worldwide",4.7,1155,10059,37,240.0
Certified Information Security Manager (CISM),https://www.udemy.com/course/certified-information-security-manager-cism-z/,Integrity Training,3.9,1155,6792,565,1290.0
Hands-on Penetration Testing Labs 1.0,https://www.udemy.com/course/kali-linux-hands-on-penetration-testing-labs/,"Jesse Kurrus, M.S., OSCP, CEH, Security+, Linux+, Network+, CISSP",4.5,1155,10311,18,270.0
Microsoft Intune Training (Includes Self Practice LABs),https://www.udemy.com/course/intune-training/,Pavan Kumar,4.5,1143,5997,124,750.0
SC-900: Microsoft Security Fundamentals Exam Prep - NOV 2021,https://www.udemy.com/course/sc900-azure/,Scott Duffy  • 700.000+ Students,4.6,1139,5837,70,300.0
Cyber Security: From Beginner to Expert (2022),https://www.udemy.com/course/cybersecurity-from-beginner-to-expert/,Logix Academy,4.6,1121,21828,46,390.0
Learn Wi-Fi Password Penetration Testing (WEP/WPA/WPA2),https://www.udemy.com/course/learn-cracking-wi-fi-passwordskeys-wepwpawpa2/,Zaid Sabih,4.7,1089,11543,50,360.0
AWS Networking Masterclass - Amazon VPC and Hybrid Cloud,https://www.udemy.com/course/aws-networking-amazon-vpc-aws-vpn-hybrid-cloud/,Neal Davis | AWS Certified Solutions Architect & Developer,4.8,1070,29925,79,450.0
CCNP Route -300-101,https://www.udemy.com/course/ccnp-route-300-101/,sikandar Shaik,4.5,1044,4070,149,1830.0
Windows Server 2019 - Go from Zero to Hero (2020),https://www.udemy.com/course/windows-server-2019-go-from-zero-to-hero/,Qusai Aldomur,4.3,1043,34091,36,240.0
Become A F5 Load Balancer Admininistrator,https://www.udemy.com/course/become-a-f5-load-balancer-admininistrator/,Tyco Taygo,4.2,1035,4423,18,150.0
Ethical Hacking: Network Scan Nmap&Nessus | ethical hacking,https://www.udemy.com/course/network-and-vulnerability-scanning-by-using-nmap-nessus/,Muharrem AYDIN,4.4,1029,13489,62,270.0
VLSI - Essential concepts and detailed interview guide,https://www.udemy.com/course/vlsi-academy/,Kunal Ghosh,4.4,1019,12082,72,690.0
"Network Security Analysis Using Wireshark, Snort, and SO",https://www.udemy.com/course/network-security-analysis-using-wireshark-snort-and-so/,"Jesse Kurrus, M.S., OSCP, CEH, Security+, Linux+, Network+, CISSP",4.4,983,7142,13,150.0
Cyber Security in 90 Minutes,https://www.udemy.com/course/cybersecurity-in-90-minutes/,Mohammad Adly,4.1,972,45115,10,90.0
Introduction To Python For Ethical Hacking,https://www.udemy.com/course/python-for-ethical-hacking/,Nikhil Parekh,4.0,963,50538,16,150.0
"Learning Path: Automation with Ansible, Puppet, and Salt",https://www.udemy.com/course/learning-path-automation-with-ansible-puppet-and-salt/,Packt Publishing,4.4,961,8541,95,840.0
Cisco CyberOps Associate CBROPS 200-201: The Complete Course,https://www.udemy.com/course/cisco-ccna-cyber-ops-the-complete-course/,Matt Carey,4.2,939,3954,77,270.0
Securing Windows Server 2016,https://www.udemy.com/course/securing-windows-server-2016/,Kevin Brown,4.4,937,4056,55,330.0
Blockchain and Healthcare,https://www.udemy.com/course/blockchain-and-healthcare/,Katherine Kuzmeskas,4.3,935,2911,14,90.0
The Foundations of SIP,https://www.udemy.com/course/learn-sip/,Keith Croxford,4.6,929,3682,27,240.0
Linux Security: The Complete Iptables Firewall Guide,https://www.udemy.com/course/linux-security-the-complete-iptables-firewall-guide/,Andrei Dumitrescu,4.6,929,6209,98,390.0
Penetration Testing with KALI and More: All You Need to Know,https://www.udemy.com/course/kalipentest/,Mohamad Mahjoub,4.3,928,44478,84,390.0
The Complete Penetration Testing Bootcamp,https://www.udemy.com/course/the-complete-ethical-hacking-masterclass/,HackerSploit Academy,4.5,917,16727,65,630.0
Practice Your First Penetration Test: Kali & Metasploit Lab,https://www.udemy.com/course/kali-training/,FeltSecure Labs,4.1,904,14492,48,180.0
Palo Alto Firewall PCNSE Training,https://www.udemy.com/course/palo-alto-firewall-pcnse-training/,Ahmad Ali,4.6,892,5295,52,1920.0
Cyber Security and Ethical Hacking introduction course,https://www.udemy.com/course/best-cyber-security-and-ethical-hacking-introduction-course/,Cyber Lab,4.2,892,52840,58,90.0
Exchange Server 2016 Administration with Real life scenarios,https://www.udemy.com/course/exchange-server-2016-learn-to-become-expert/,Parwiz Elm Jo,4.0,891,11495,48,510.0
