강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
Computer Basics for the Simple Beginner,https://www.udemy.com/course/computer-basics-for-the-simple-beginner/,Patrick Frank,4.5,1072,2975,100,360.0,IT_hardware
Learn the Fundamentals of VHDL and FPGA Development,https://www.udemy.com/course/learn-the-essentials-of-vhdl-and-fpga-development/,Jordan Christman,4.5,1068,6420,126,1050.0,IT_hardware
How To Build a Computer: A Beginner's Guide,https://www.udemy.com/course/how-to-build-a-computer-a-beginners-guide/,Nathan Cope,4.4,1047,7416,83,750.0,IT_hardware
"Advanced AC Drive- VFD, Servo & Stepper - Powerflex & Delta",https://www.udemy.com/course/learn-vfd-in-a-day/,Rajvir Singh,4.6,949,7042,114,1230.0,IT_hardware
Arduino Bootcamp : Learning Through Projects,https://www.udemy.com/course/arduino-bootcamp/,Lee Assam,4.5,947,18200,52,570.0,IT_hardware
ARM Cortex M Microcontroller DMA Programming Demystified,https://www.udemy.com/course/microcontroller-dma-programming-fundamentals-to-advanced/,FastBit Embedded Brain Academy,4.8,938,7676,80,600.0,IT_hardware
Linux Device Driver Programming Using Beaglebone Black(LDD1),https://www.udemy.com/course/linux-device-driver-programming-using-beaglebone-black/,FastBit Embedded Brain Academy,4.6,906,7071,151,1320.0,IT_hardware
Introduction to Internet of Things(IoT) using Arduino,https://www.udemy.com/course/introduction-to-internet-of-things-iot-using-arduino/,Venkatesh Varadachari,3.8,887,37398,20,60.0,IT_hardware
IEC Paradigms (Level 4),https://www.udemy.com/course/advanced-plc-programming/,Paul Lynn,4.6,884,11333,111,960.0,IT_hardware
"Centrifugal pumps : Principles , Operation and Design",https://www.udemy.com/course/centrifugal-pumps-principles-operation-and-design/,WR Training,4.5,876,3806,82,360.0,IT_hardware
"FPGA Embedded Design, Part 1 - Verilog",https://www.udemy.com/course/fpga-embedded-design-verilog/,Eduardo Corpeño,4.7,800,3128,74,210.0,IT_hardware
Build Your Own RealTime OS (RTOS) From Ground Up™ on ARM 1,https://www.udemy.com/course/rtos-building-from-ground-up-on-arm-processors/,Israel Gbati,4.3,784,7342,160,840.0,IT_hardware
Learn Vivado from Top to Bottom - Your Complete Guide,https://www.udemy.com/course/learn-vivado-from-top-to-bottom-your-complete-guide/,Jordan Christman,4.4,780,3589,70,270.0,IT_hardware
Introduction to Microsoft Azure IoT,https://www.udemy.com/course/introduction-to-microsoft-azure-iot/,Venkatesh Varadachari,4.2,756,5100,22,180.0,IT_hardware
Raspberry Pi For Beginners - 2022 Complete Course,https://www.udemy.com/course/raspberry-pi-for-beginners-step-by-step/,Edouard Renard,4.7,731,5339,100,600.0,IT_hardware
Complete ARM Cortex-M Bare-Metal Programming (TM4C123),https://www.udemy.com/course/cortex-m-internals-master-pointers-structures-memory-etc/,Israel Gbati,4.0,724,4829,178,1350.0,IT_hardware
Build your own GPS tracking system-Raspberry Pi Zero W 2022,https://www.udemy.com/course/build-your-own-vehicle-tracking-system-from-scratch-raspberry-pi-w/,comfiny .,4.3,718,5574,47,120.0,IT_hardware
Foundation of Embedded Systems with ARM Cortex and STM32,https://www.udemy.com/course/cortex-m/,Akshay Gill,4.3,693,3430,53,450.0,IT_hardware
Arduino Step by Step More than 50 Hours Complete Course,https://www.udemy.com/course/arduino-new-2019-more-than-50-hours-complete-course/,Roshan Premarathne,4.3,676,4101,367,3150.0,IT_hardware
"Digital Electronics: Robotics, learn by building module II",https://www.udemy.com/course/digital-electronics-robotics-learn-by-building-module-ii/,Ian Juby,4.6,656,13041,70,780.0,IT_hardware
Verilog HDL: VLSI Hardware Design Comprehensive Masterclass,https://www.udemy.com/course/verilog-hdl-vlsi-hardware-design-comprehensive-masterclass/,Shepherd Tutorials,4.3,654,3255,135,750.0,IT_hardware
Raspberry Pi Bootcamp : For the Beginner,https://www.udemy.com/course/pi-bootcamp/,Lee Assam,4.1,632,4107,57,150.0,IT_hardware
Factory Automation using PLC Logics,https://www.udemy.com/course/factory-automation-using-plc-logics/,Rajvir Singh,4.2,629,4587,57,420.0,IT_hardware
The Electronics Workbench: a Setup Guide,https://www.udemy.com/course/workbench/,Dr. Peter Dalmaris,4.7,598,4993,52,330.0,IT_hardware
Super way to Learn Arduino | Creative,https://www.udemy.com/course/super-way-to-learn-arduino-creative/,Mohammed Zaid,4.3,589,64237,44,210.0,IT_hardware
ARM Assembly Language From Ground Up™ 1,https://www.udemy.com/course/arm-assembly-programming/,Israel Gbati,4.2,586,4709,150,900.0,IT_hardware
ESP32 For Arduino Makers,https://www.udemy.com/course/esp32-for-arduino-makers/,Dr. Peter Dalmaris,4.5,559,4473,58,450.0,IT_hardware
Learn PCB Design By Designing an Arduino Nano in Altium,https://www.udemy.com/course/create-and-design-your-own-arduino-nano-in-altium-designer/,Augmented Startups,3.9,555,6137,38,270.0,IT_hardware
CMOS Analog Circuit Design,https://www.udemy.com/course/analog_ic_design_overview/,Phillip Allen,4.1,548,4519,12,180.0,IT_hardware
Introduction to Arduino,https://www.udemy.com/course/introduction-to-arduino/,Venkatesh Varadachari,4.3,543,30570,17,60.0,IT_hardware
Wireless Power to the People - Wireless Charging 101,https://www.udemy.com/course/wireless-power-to-the-people-wireless-charging-101/,Awesome Academy,4.8,532,9407,19,60.0,IT_hardware
PLC Object Oriented Programming :Advanced Infrastructure,https://www.udemy.com/course/plc-object-oriented-programming-advanced-infastrucutre/,Mouhammad Hamsho,4.6,529,2983,109,780.0,IT_hardware
Build Your Own Custom Computer!,https://www.udemy.com/course/build-a-computer/,Joseph Delgadillo,4.5,519,52290,49,240.0,IT_hardware
Variable Frequency Drive PowerFlex 525 VFD Programming Setup,https://www.udemy.com/course/variable-frequency-vfd-powerflex-525-plc-programming-rslogix-5000/,Vladimir Romanov,4.5,512,1739,16,120.0,IT_hardware
FreeRTOS  From Ground Up™  on ARM Processors (REVISED),https://www.udemy.com/course/freertos-on-arm-processors/,Israel Gbati,3.8,510,4367,204,1410.0,IT_hardware
"Model, Simulate and Control a Drone in MATLAB & SIMULINK",https://www.udemy.com/course/quadcopter-drone-dji-mavic-matlab-simulink/,Eliott Wertheimer,4.0,499,2272,16,270.0,IT_hardware
Learn How to Build an Ethereum Mining Computer,https://www.udemy.com/course/learn-how-to-build-an-ethereum-mining-computer/,Jerad Hill,4.4,495,2650,33,210.0,IT_hardware
Arduino Programming and Labs,https://www.udemy.com/course/eduvance-arduino/,"Eduvance (Microchip Certified Trainer, AUP Trainer, CUA Trainer)",4.2,491,2238,19,210.0,IT_hardware
8051 Microcontroller - Embedded C and Assembly Language,https://www.udemy.com/course/8051-microcontroller-embedded-c-and-assembly-language/,Smart Logic Academy,3.2,474,4601,67,510.0,IT_hardware
Learn How to Build a Computer,https://www.udemy.com/course/learn-how-to-build-a-computer/,Ty Price,4.2,470,1815,53,360.0,IT_hardware
Introduction to Embedded Systems,https://www.udemy.com/course/introduction-to-embedded-systems-arduino/,Sam Thomas,4.1,467,1804,38,210.0,IT_hardware
Learn Siemens S7-1200 PLC and HMI via TIA Portal (Advanced),https://www.udemy.com/course/learn-siemens-s7-1200-plc-and-hmi-via-tia-portal-advanced/,Rajvir Singh,4.7,463,3398,80,870.0,IT_hardware
Electronic & Electrical Devices Maintenance&Troubleshooting,https://www.udemy.com/course/electronic-electronics-maintenance-electronic-devices-maintenance/,Educational Engineering Team,3.7,455,29621,57,300.0,IT_hardware
ESP8266 & Micro Python for Internet of Things,https://www.udemy.com/course/iot_using_nodemcu_micropython/,Sujith K,4.5,449,3782,53,330.0,IT_hardware
Oscilloscopes for beginners,https://www.udemy.com/course/oscilloscopes-for-beginners/,Dr. Peter Dalmaris,4.7,446,3177,60,330.0,IT_hardware
Python Digital Image Processing From Ground Up™,https://www.udemy.com/course/digital-image-processing-from-ground-up-in-python/,PyTribe .,3.6,442,2600,62,300.0,IT_hardware
Design a CPU,https://www.udemy.com/course/design-a-cpu/,Ross McGowan,4.7,413,3504,39,480.0,IT_hardware
Learn KiCad V6 and STM32 Hardware Design,https://www.udemy.com/course/learn-kicad-v6-and-stm32-hardware-design/,Philip Salmony,4.7,410,1574,22,90.0,IT_hardware
"PCB/Electronics: Thermal Management, Cooling and Derating",https://www.udemy.com/course/pcbelectronics-thermal-management-derating-fundamentals/,Marco CATANOSSI,4.2,408,1955,31,90.0,IT_hardware
How to Build a Custom Gaming PC,https://www.udemy.com/course/how-to-build-a-gaming-pc/,Cody Ray Miller,4.9,393,2424,42,180.0,IT_hardware
From 0 to 1: Raspberry Pi and the Internet of Things,https://www.udemy.com/course/from-0-to-1-raspberry-pi/,Loony Corn,3.8,387,6054,37,420.0,IT_hardware
Arduino  FreeRTOS  From Ground Up™ : Build RealTime Projects,https://www.udemy.com/course/arduino-freertos/,Israel Gbati,4.1,383,2495,80,510.0,IT_hardware
The Theory Behind Electronics - A Beginners Guide,https://www.udemy.com/course/the-theory-behind-electronics-a-beginners-guide/,Idan Gabrieli,4.5,375,10286,62,210.0,IT_hardware
Verilog for an FPGA Engineer with Xilinx Vivado Design Suite,https://www.udemy.com/course/verilog-for-an-engineer-with-xilinx-vivado-design-suite/,Kumar Khandagle,4.3,371,2565,251,1440.0,IT_hardware
ARM Raspberry Pi Assembly Language From Ground Up™,https://www.udemy.com/course/arm-raspberry-pi-assembly-programming-from-ground-uptm/,Israel Gbati,4.3,364,3407,97,420.0,IT_hardware
"Arduino : Electronics circuit, PCB Design & IOT Programming",https://www.udemy.com/course/arduino-industrial-data-logger-designing-and-programming/,Piyush Charpe,4.8,360,2548,122,1470.0,IT_hardware
Complete x86 Assembly Programming | 120+ Practical Exercises,https://www.udemy.com/course/complete-x86-assembly-language-120-practical-exercise/,x86 Assembly Community,3.8,353,2958,138,600.0,IT_hardware
Microcontrollers for the Internet of Things,https://www.udemy.com/course/microcontrollers-for-iot/,Thomas Tongue,4.5,353,2198,28,210.0,IT_hardware
Controller Area Network-Indepth analysis of CAN BUS/Protocol,https://www.udemy.com/course/controller-area-network-indepth-analysis-of-can-busprotocol/,ChandraShekar K,3.7,351,1528,17,150.0,IT_hardware
PLC At Home - For Electrical and Control Engineers,https://www.udemy.com/course/arduino-for-industrial-automation-plc-and-hmi-integration/,Mouhammad Hamsho,4.8,351,2251,67,450.0,IT_hardware
Mastering MQTT,https://www.udemy.com/course/mastering-mqtt/,Venkatesh Varadachari,4.1,349,2078,56,150.0,IT_hardware
Fusion 360 CAD/CAM for CNC routers,https://www.udemy.com/course/fusion-360-cad-cam-for-cnc-routers/,Marc Cronin,4.1,343,1979,16,150.0,IT_hardware
Beginners Masterclass into Internet of Things,https://www.udemy.com/course/internet-of-things-raspberrypi-azure/,Amit Rana,4.8,342,2606,71,540.0,IT_hardware
Arduino Practice Test: Get Certified and Test Your Skills,https://www.udemy.com/course/arduino-practice-test-get-certified-and-test-your-skills/,Educational Engineering Team,3.6,338,14248,0,,IT_hardware
How to Build a Computer from Scratch: Complete Blueprint,https://www.udemy.com/course/how-to-build-a-computer-from-scratch-complete-blueprint/,Matt Thomas,3.9,335,4523,51,150.0,IT_hardware
The Foundations of Computer Design,https://www.udemy.com/course/the-foundations-of-computer-design/,Brian Scotto,4.2,335,4674,39,120.0,IT_hardware
FPGA Turbo Series - Implementing a UART,https://www.udemy.com/course/fpga-turbo-series-uart/,Jordan Christman,4.3,334,2342,23,120.0,IT_hardware
Siemens TIA Portal - PLC Programming Basics,https://www.udemy.com/course/siemens-tia-portal-plc-programming-basics/,Hans Schrynemakers,4.7,325,1153,46,180.0,IT_hardware
Embedded Systems using the ARM Mbed Platform,https://www.udemy.com/course/arm-mbed/,"Eduvance (Microchip Certified Trainer, AUP Trainer, CUA Trainer)",4.3,322,4668,20,270.0,IT_hardware
Step-by-Step Learn Wonderware InTouch SCADA (PLC-SCADA-2),https://www.udemy.com/course/step-by-step-learn-wonderware-intouch-scada-practically/,Goeduhub Technologies,4.3,320,1289,68,450.0,IT_hardware
"Electrical,  Electronics and PCB Design Safety & Compliance",https://www.udemy.com/course/designers-guide-to-electrical-safety-isolation-standards/,Marco CATANOSSI,4.1,317,2056,91,180.0,IT_hardware
design PCB using Eagle Cadsoft step by step(Older Version),https://www.udemy.com/course/design-pcb-using-eagle-cadsoft-step-by-step/,Mohannad Rawashdeh,4.3,311,1152,38,180.0,IT_hardware
Embedded Systems Job Interview 101,https://www.udemy.com/course/embedded-systems-job-interview-101/,Smart Embedded Choice,4.5,311,1433,17,120.0,IT_hardware
Arduino: Make an IoT environment monitor,https://www.udemy.com/course/beginning-arduino/,Dr. Peter Dalmaris,4.7,308,7776,31,300.0,IT_hardware
Adobe Captivate 2019 course for beginners || GET CERTIFICATE,https://www.udemy.com/course/adobe-captivate-2019-course-for-beginners-get-certificate/,Easy Learning Academy,4.5,306,1213,27,120.0,IT_hardware
Beyond Arduino: Electronics for Developers & Makers - (GPIO),https://www.udemy.com/course/beyond-arduino-gpio/,Eduardo Corpeño,4.6,299,3729,109,360.0,IT_hardware
CNC Lathe programming using G Code,https://www.udemy.com/course/cnc-lathe-programming-using-g-code/,Marc Cronin,4.3,296,1678,17,90.0,IT_hardware
DSP From Ground Up™  on ARM Processors,https://www.udemy.com/course/arm-cortex-dsp/,Israel Gbati,4.3,291,3037,173,720.0,IT_hardware
Master the Concepts of Digital Circuit Design,https://www.udemy.com/course/master-the-concepts-of-digital-circuit-design/,Jordan Christman,3.9,288,2373,57,390.0,IT_hardware
IoT Automation with Raspberry Pi,https://www.udemy.com/course/iot-internet-of-things-automation-using-raspberry-pi/,EDU CBA,3.3,282,28142,91,690.0,IT_hardware
Basics of Embedded C Programming for Beginners,https://www.udemy.com/course/embedded-c-programming-for-embedded-systems/,Smart Logic Academy,4.3,277,6797,24,120.0,IT_hardware
CNC Milling machine programming using G-Code,https://www.udemy.com/course/cnc-milling-machine-programming-using-g-code/,Marc Cronin,4.7,272,1574,16,90.0,IT_hardware
Altium Designer 16 - Basics (Arduino FIO),https://www.udemy.com/course/altiumdesignerbasics/,Eu Jin Ooi,4.3,271,1238,29,300.0,IT_hardware
Introduction to VHDL,https://www.udemy.com/course/introduction-to-vhdl/,Jordan Christman,3.9,266,1394,54,360.0,IT_hardware
Microsoldering: Everything You Need to Know to Get Started,https://www.udemy.com/course/microsoldering-the-full-curriculum/,~ Tom ~,4.4,264,711,71,300.0,IT_hardware
Cognex In-Sight Machine Vision Industrial Development SCADA,https://www.udemy.com/course/cognex-in-sight-machine-vision-industrial-development-scada/,Vladimir Romanov,4.5,259,1173,28,210.0,IT_hardware
IoT Internet of Things Crash Course,https://www.udemy.com/course/internet-of-things-esp-esp32-nodemcu-node-esp8266-iot/,Educational Engineering Team,4.0,259,30701,17,120.0,IT_hardware
IoT Automation with ESP8266,https://www.udemy.com/course/iot-internet-of-things-automation-with-esp8266/,EDU CBA,3.1,257,32069,52,390.0,IT_hardware
The Complete PLC Programming Bootcamp,https://www.udemy.com/course/plc-programming-bootcamp-plc-delta-siemens-plcmitsubishi-s/,Educational Engineering Team,3.4,256,18515,63,330.0,IT_hardware
All about Arduino Wireless and the IoT,https://www.udemy.com/course/all-about-arduino-wireless/,Stephen Borsay,4.7,253,2849,49,360.0,IT_hardware
PCB Design for everyone with EasyEDA a free and online tool,https://www.udemy.com/course/pcb-design/,Amit Rana,4.4,253,2436,19,180.0,IT_hardware
C Programming Basics For Microcontrollers & Embedded System,https://www.udemy.com/course/c-programming-for-microcontrollers/,Educational Engineering Team,3.3,253,19740,32,210.0,IT_hardware
Introduction to Raspberry Pi 4,https://www.udemy.com/course/introduction-to-raspberry-pi-4/,Venkatesh Varadachari,4.2,252,1428,33,240.0,IT_hardware
"Internet of Things IOT, Robotics and Hacking with NodeMCU",https://www.udemy.com/course/iot-robotics-hacking-nodemcu/,Paul Chin,4.7,249,29680,52,330.0,IT_hardware
KiCad Like a Pro 3rd edition,https://www.udemy.com/course/kicad-like-a-pro-3e/,Dr. Peter Dalmaris,4.6,247,1597,193,1470.0,IT_hardware
Crazy about Arduino: Your End-to-End Workshop - Level 1,https://www.udemy.com/course/crazy-about-arduino-your-end-to-end-workshop-level-1/,Idan Gabrieli,4.1,246,30255,68,180.0,IT_hardware
Ultimate Guide to the Arduino,https://www.udemy.com/course/ultimate-guide-to-the-arduino/,Circuit Basics,4.2,244,1064,45,600.0,IT_hardware
FPGA Design and VHDL,https://www.udemy.com/course/fpgavhdl/,"Eduvance (Microchip Certified Trainer, AUP Trainer, CUA Trainer)",4.4,243,1653,28,450.0,IT_hardware
Writing SystemVerilog Testbenches for Newbie,https://www.udemy.com/course/system-verilog-for-chip-verification/,Kumar Khandagle,4.6,236,1262,93,510.0,IT_hardware
Arduino Passo a Passo: Primeiros Passos,https://www.udemy.com/course/tech-explorationstm-arduino-passo-a-passo-primeiros-passos/,Dr. Peter Dalmaris,4.9,232,974,124,960.0,IT_hardware
Mastering Arduino by Building Real World Applications,https://www.udemy.com/course/mastering-arduino-uno/,Umesh Lokhande,4.6,232,1492,33,330.0,IT_hardware
Advanced ESP32,https://www.udemy.com/course/advanced-esp32/,Venkatesh Varadachari,4.2,231,1876,32,240.0,IT_hardware
USB Behind the Scenes: Hands-on HID Firmware Development,https://www.udemy.com/course/usb-behind-the-scenes-hands-on-hid-firmware-development/,Mohammed Noureldin,4.6,231,1762,166,870.0,IT_hardware
Introduction to Internet of Things(IoT) using Raspberry Pi 2,https://www.udemy.com/course/introduction-to-iot-using-raspberry-pi-2/,Venkatesh Varadachari,3.7,229,11563,26,60.0,IT_hardware
PLC Programming Basics to Advanced Siemens S7-1200,https://www.udemy.com/course/introduction-to-automation-tutorialbay/,Mepi.pl Video Tutorials,4.0,228,1253,59,540.0,IT_hardware
Sensors: Everything You Need To Know,https://www.udemy.com/course/sensors-interfacing-sensor-wiring-sensor-temperature-humidity-sensors/,Educational Engineering Team,3.8,225,31393,29,120.0,IT_hardware
PLC Programming in Siemens TIA Portal,https://www.udemy.com/course/plc-programming-in-siemens-tia/,Seyed Parvini,4.5,224,882,36,330.0,IT_hardware
Servo Motion Mastery   (PLC Programming),https://www.udemy.com/course/servo-motion-mastery/,Shane Welcher,4.5,223,844,47,780.0,IT_hardware
Raspberry Pi Essentials: Learn More in Less Time,https://www.udemy.com/course/raspberry-pi-essentials/,Umesh Lokhande,4.7,224,1628,35,270.0,IT_hardware
Embedded Systems Using Cypress Programmable System on Chip,https://www.udemy.com/course/embedded-system-design-using-cypsoc4/,"Eduvance (Microchip Certified Trainer, AUP Trainer, CUA Trainer)",3.7,218,6349,14,240.0,IT_hardware
Introduction to SystemVerilog Functional Coverage Language,https://www.udemy.com/course/systemverilog-functional-coverage/,Ashok B. Mehta,4.3,213,4234,14,180.0,IT_hardware
"Computer Hardware, Operating System and Networking",https://www.udemy.com/course/computer-hardware-operating-system-and-networking-r/,"ILANCHEZHIAN K / 57,024+ Students Technical Consultant",4.0,213,17955,43,1200.0,IT_hardware
The Complete Beginners Guide to The Arduino - 2021,https://www.udemy.com/course/the-complete-beginners-guide-to-the-arduino/,Mike McRoberts,4.7,212,5604,52,960.0,IT_hardware
Arduino Programming for Absolute Beginners,https://www.udemy.com/course/arduino-programming-for-absolute-beginners/,Sujithkumar MA,4.5,210,20821,50,270.0,IT_hardware
Embedded Systems with 8051 Micro Controller using Embedded C,https://www.udemy.com/course/embedded-systems-with-8051-micro-controller/,Amit Rana,4.6,209,2510,37,300.0,IT_hardware
Mastering STM32CubeMX 5 and CubeIDE - Embedded Systems,https://www.udemy.com/course/stm32cubemx-5-and-cubeide/,BHM Engineering Academy,4.3,207,1564,45,600.0,IT_hardware
Designing PCB using Autodesk Eagle for Everyone!,https://www.udemy.com/course/designing-pcb-using-autodesk-eagle-for-beginners/,Mohannad Rawashdeh,4.7,207,977,74,450.0,IT_hardware
VSD - RISCV : Instruction Set Architecture (ISA) - Part 1a,https://www.udemy.com/course/vsd-riscv-instruction-set-architecture-isa-part-1a/,Kunal Ghosh,4.0,203,1240,21,150.0,IT_hardware
"High-Level Synthesis for FPGA, Part 1-Combinational Circuits",https://www.udemy.com/course/hls-combinational-circuits/,Mohammad Hosseinbady,4.7,199,1190,110,480.0,IT_hardware
Practical Image Processing in C/C ++ From Ground Up™,https://www.udemy.com/course/image-processing-from-ground-uptm/,Israel Gbati,4.4,196,1421,62,450.0,IT_hardware
EE1C01 - Electronics Engineering Bootcamp,https://www.udemy.com/course/ee1c01-electronics-engineering-bootcamp/,Moe Salih,4.4,193,2192,64,60.0,IT_hardware
Arduino meets Python: Step by Step,https://www.udemy.com/course/arduino-python-control-py-code-arduino-using-python-pip/,Educational Engineering Team,4.0,193,44680,10,60.0,IT_hardware
Learn PCB Printed Circuit Board: A Complete Bundle,https://www.udemy.com/course/pcb-bundle-circuit-design-printed-circuit-board-proteus-orcade-altuim/,Educational Engineering Team,4.1,191,20973,65,420.0,IT_hardware
PIC Microcontroller Step by Step: Your complete guide,https://www.udemy.com/course/master-pic-microcontroller-using-mikroc-protuesprofessional/,Educational Engineering Team,3.8,189,6244,90,1890.0,IT_hardware
